Site_ID,site,Cell_Name,ci,band
PMR090,N_PMR090MM1_KANDANGANPURWOSARI,PMR090MR1_KANDANGANPURWOSARIMR03,33,500
PMR108,N_PMR108MM1_PURBAGANDALARAS,PMR108MR1_PURBAGANDALARASMR01,13,500
PMR108,N_PMR108MM1_PURBAGANDALARAS,PMR108MR1_PURBAGANDALARASMR02,23,500
PMR108,N_PMR108MM1_PURBAGANDALARAS,PMR108MR1_PURBAGANDALARASMR03,33,500
PSP340,PSP340MM1-ALIAGA-UNIT-4,PSP340MR1_ALIAGAUNIT4MR04,43,500
PYB014,N_PYB014MM1_MANYABAR,PYB014MR1_MANYABARMR01,13,500
PYB014,N_PYB014MM1_MANYABAR,PYB014MR1_MANYABARMR02,23,500
PYB014,N_PYB014MM1_MANYABAR,PYB014MR1_MANYABARMR03,33,500
RAP018,N_RAP018MM1_N6AEKNABARA,RAP018MR1_N6AEKNABARAMR01,13,500
RAP018,N_RAP018MM1_N6AEKNABARA,RAP018MR1_N6AEKNABARAMR02,23,500
RAP018,N_RAP018MM1_N6AEKNABARA,RAP018MR1_N6AEKNABARAMR03,33,500
RAP031,N_RAP031MM1_PTHPPSEIRAKYAT,RAP031ML1_PTHPPSEIRAKYATML01,11,1850
RAP031,N_RAP031MM1_PTHPPSEIRAKYAT,RAP031ML1_PTHPPSEIRAKYATML02,21,1850
RAP031,N_RAP031MM1_PTHPPSEIRAKYAT,RAP031ML1_PTHPPSEIRAKYATML03,31,1850
RAP031,N_RAP031MM1_PTHPPSEIRAKYAT,RAP031MR1_PTHPPSEIRAKYATMR01,13,500
RAP031,N_RAP031MM1_PTHPPSEIRAKYAT,RAP031MR1_PTHPPSEIRAKYATMR02,23,500
RAP031,N_RAP031MM1_PTHPPSEIRAKYAT,RAP031MR1_PTHPPSEIRAKYATMR03,33,500
RAP108,RAP108MM1-SUKARAME,RAP108RL1_SUKARAMERL33,131,1850
RAP108,RAP108MM2-SUKARAME,RAP108RR1_SUKARAMERR33,133,500
RAP408,RAP408MM1-TELUK-PULAI-DALAM-2,RAP408RL1_TELUKPULAIDALAM2RL23,121,1850
RAP408,RAP408MM2-TELUK-PULAI-DALAM-2,RAP408RR1_TELUKPULAIDALAM2RR23,123,500
SDK008,N_SDK008MM1_SOSORLONTUNG,SDK008ML1_SOSORLONTUNGML01,11,1850
SDK008,N_SDK008MM1_SOSORLONTUNG,SDK008ML1_SOSORLONTUNGML02,21,1850
SDK008,N_SDK008MM1_SOSORLONTUNG,SDK008ML1_SOSORLONTUNGML03,31,1850
SDK008,N_SDK008MM1_SOSORLONTUNG,SDK008MR1_SOSORLONTUNGMR01,13,500
SDK008,N_SDK008MM1_SOSORLONTUNG,SDK008MR1_SOSORLONTUNGMR02,23,500
SDK008,N_SDK008MM1_SOSORLONTUNG,SDK008MR1_SOSORLONTUNGMR03,33,500
SGI010,N_SGI010MM1_SAGOE,SGI010MR1_SAGOEMR01,13,500
SGI010,N_SGI010MM1_SAGOE,SGI010MR1_SAGOEMR02,23,500
SGI010,N_SGI010MM1_SAGOE,SGI010MR1_SAGOEMR03,33,500
SGI073,SGI073MM2-KANTOR-BUPATI-MEUREDU,SGI073ML1_KANTORBUPATIMEUREDUML05,51,1850
SGI516,SGI516MM1-TUHA-LALA,SGI516MR1_TUHALALAMR07,73,500
SHN500,N_SHN500MM1_SIBODAKPAPASO,SHN500ML1_SIBODAKPAPASOML01,11,1850
SHN500,N_SHN500MM1_SIBODAKPAPASO,SHN500ML1_SIBODAKPAPASOML02,21,1850
SHN500,N_SHN500MM1_SIBODAKPAPASO,SHN500ML1_SIBODAKPAPASOML03,31,1850
SNB591,SNB591MM1-REPEATER-BEDEGONG,SNB591MR1_REPEATERBEDEGONGMR01,13,500
SNB591,SNB591MM1-REPEATER-BEDEGONG,SNB591MR1_REPEATERBEDEGONGMR02,23,500
SNB591,SNB591MM1-REPEATER-BEDEGONG,SNB591MR1_REPEATERBEDEGONGMR03,33,500
TRT500,N_TRT500MM1_PEATOLONG,TRT500ML1_PEATOLONGML01,11,1850
TRT500,N_TRT500MM1_PEATOLONG,TRT500ML1_PEATOLONGML02,21,1850
TRT500,N_TRT500MM1_PEATOLONG,TRT500ML1_PEATOLONGML03,31,1850
TRT500,N_TRT500MM1_PEATOLONG,TRT500MR1_PEATOLONGMR01,13,500
TRT500,N_TRT500MM1_PEATOLONG,TRT500MR1_PEATOLONGMR02,23,500
TRT500,N_TRT500MM1_PEATOLONG,TRT500MR1_PEATOLONGMR03,33,500
TRT953,TRT953MM1-POHAN-JAE,TRT953MR1_POHANJAEMR06,63,500
COA063,N_COA063MM1_MICKEYHOLIDAY,COA063ML1_MICKYHOLIDAYML01,11,1850
COA063,N_COA063MM1_MICKEYHOLIDAY,COA063ML1_MICKYHOLIDAYML02,21,1850
COA063,N_COA063MM1_MICKEYHOLIDAY,COA063ML1_MICKYHOLIDAYML03,31,1850
COA063,N_COA063MM1_MICKEYHOLIDAY,COA063MR1_MICKYHOLIDAYMR01,13,500
COA063,N_COA063MM1_MICKEYHOLIDAY,COA063MR1_MICKYHOLIDAYMR02,23,500
COA063,N_COA063MM1_MICKEYHOLIDAY,COA063MR1_MICKYHOLIDAYMR03,33,500
COA063,N_COA063MM1_MICKEYHOLIDAY,COA063MT1_MICKYHOLIDAYMT01,12,3500
COA063,N_COA063MM1_MICKEYHOLIDAY,COA063MT1_MICKYHOLIDAYMT02,22,3500
COA063,N_COA063MM1_MICKEYHOLIDAY,COA063MT1_MICKYHOLIDAYMT03,32,3500
DLS038,DLS038MM1-PURBA-MANALU,DLS038RL1_PURBAMANALURL33,131,1850
DLS038,DLS038MM2-PURBA-MANALU,DLS038RR1_PURBAMANALURR33,133,500
IRY010,N_IRY010MM1_KAMPUNGKEUDE,IRY010MR1_KAMPUNGKEUDEMR04,43,500
JHO001,JHO001MM1-BSC-LAMBARO,JHO001MR1_BSCLAMBAROMR05,53,500
KGS011,N_KGS011MM1_HILIGODUOMBOLATA,KGS011ML1_HILIGODUOMBOLATAML01,11,1850
KGS011,N_KGS011MM1_HILIGODUOMBOLATA,KGS011ML1_HILIGODUOMBOLATAML02,21,1850
KGS011,N_KGS011MM1_HILIGODUOMBOLATA,KGS011ML1_HILIGODUOMBOLATAML03,31,1850
KGS011,N_KGS011MM1_HILIGODUOMBOLATA,KGS011MR1_HILIGODUOMBOLATAMR01,13,500
KGS011,N_KGS011MM1_HILIGODUOMBOLATA,KGS011MR1_HILIGODUOMBOLATAMR02,23,500
KGS011,N_KGS011MM1_HILIGODUOMBOLATA,KGS011MR1_HILIGODUOMBOLATAMR03,33,500
KIS333,KIS333MM1-DSHUTABAGASAN,KIS333ML1_DSHUTABAGASANML05,51,1850
KIS700,N_KIS700MM1_BUNGATANJUNG,KIS700MR1_BUNGATANJUNGMR01,13,500
KIS700,N_KIS700MM1_BUNGATANJUNG,KIS700MR1_BUNGATANJUNGMR02,23,500
KIS700,N_KIS700MM1_BUNGATANJUNG,KIS700MR1_BUNGATANJUNGMR03,33,500
LHK032,LHK032MM1-SIMPANG-PERTAMINA,LHK032MT1_SIMPANGPERTAMINAMT01,12,3500
LHK032,LHK032MM1-SIMPANG-PERTAMINA,LHK032MT1_SIMPANGPERTAMINAMT02,22,3500
LHK032,LHK032MM1-SIMPANG-PERTAMINA,LHK032MT1_SIMPANGPERTAMINAMT03,32,3500
LHK072,LHK072MM1-KANTOR-ARUN-LNG,LHK072ML1_KANTORARUNLNGML01,11,1850
LHK072,LHK072MM1-KANTOR-ARUN-LNG,LHK072ML1_KANTORARUNLNGML02,21,1850
LHK114,LHK114MM1-BSC-AIR-BERSIH,LHK114MR1_BSCAIRBERSIHMR01,13,500
LHK114,LHK114MM1-BSC-AIR-BERSIH,LHK114MR1_BSCAIRBERSIHMR02,23,500
LHK114,LHK114MM1-BSC-AIR-BERSIH,LHK114MR1_BSCAIRBERSIHMR03,33,500
LHK155,LHK155MM1-BLANG-RAYEUK,LHK155MT1_BLANGRAYEUKMT01,12,3500
LHK155,LHK155MM1-BLANG-RAYEUK,LHK155MT1_BLANGRAYEUKMT02,22,3500
LHK155,LHK155MM1-BLANG-RAYEUK,LHK155MT1_BLANGRAYEUKMT03,32,3500
MAK089,E_MAK089MM1_JEURAM-HUB_TBG,MAK089MR1_JEURAMMR04,43,500
MAK089,E_MAK089MM1_JEURAM-HUB_TBG,MAK089MR1_JEURAMMR06,63,500
MBO005,E-MBO005MM1-JOHAN-PAHLAWAN,MBO005MR1_JOHANPAHLAWANMR06,63,500
NAD032,NAD032MM1-TAMAN-SARI,NAD032MR1_TAMANSARIMR06,63,500
NAD043,NAD043MM1-GEUCE-INIEM,NAD043MT1_GEUCEINIEMMT01,12,3500
NAD043,NAD043MM1-GEUCE-INIEM,NAD043MT1_GEUCEINIEMMT02,22,3500
NAD043,NAD043MM1-GEUCE-INIEM,NAD043MT1_GEUCEINIEMMT03,32,3500
NAD068,NAD068MM1-LAMBUK-2,NAD068MR1_LAMBUK2MR01,13,500
NAD068,NAD068MM1-LAMBUK-2,NAD068MR1_LAMBUK2MR02,23,500
NAD068,NAD068MM1-LAMBUK-2,NAD068MR1_LAMBUK2MR03,33,500
NAD068,NAD068MM1-LAMBUK-2,NAD068MT1_LAMBUK2MT01,12,3500
NAD068,NAD068MM1-LAMBUK-2,NAD068MT1_LAMBUK2MT02,22,3500
NAD093,NAD093MM1-PEUNITI,NAD093MT1_PEUNITIMT01,12,3500
NAD093,NAD093MM1-PEUNITI,NAD093MT1_PEUNITIMT02,22,3500
NAD093,NAD093MM1-PEUNITI,NAD093MT1_PEUNITIMT03,32,3500
NAD151,N_NAD151MM1_MCPASARACEH8,NAD151ML1_MCPASARACEH8ML01,11,1850
NAD151,N_NAD151MM1_MCPASARACEH8,NAD151ML1_MCPASARACEH8ML02,21,1850
NAD151,N_NAD151MM1_MCPASARACEH8,NAD151ML1_MCPASARACEH8ML03,31,1850
NAD270,N_NAD270MM2_REPPULAUNASI,NAD270MR1_REPPULAUNASIMR01,13,500
NAD270,N_NAD270MM2_REPPULAUNASI,NAD270MR1_REPPULAUNASIMR02,23,500
NAD270,N_NAD270MM2_REPPULAUNASI,NAD270MR1_REPPULAUNASIMR03,33,500
NAD603,NAD603MM1-Ie-Masin,NAD603MT1_IEMASINMT01,12,3500
NAD603,NAD603MM1-Ie-Masin,NAD603MT1_IEMASINMT02,22,3500
NAD603,NAD603MM1-Ie-Masin,NAD603MT1_IEMASINMT03,32,3500
NAD907,NAD907MM1-LAMPENERUT-2,NAD907MT1_LAMPENERUT2MT01,12,3500
PMR099,PMR099MM1-SM-RAJA-PRAPAT,PMR099MT1_SMRAJAPRAPATMT05,52,3500
PYB792,PYB792MM1-REP-HUTAPADANG,PYB792MR1_REPHUTAPADANGMR05,53,500
PYB964,E_PYB964MM1_SIBARUANG,PYB964MR1_SIBARUANGMR05,53,500
RAP285,RAP285MM1-BILAH-HULU,RAP285RL1_BILAHHULURL13,111,1850
RAP285,RAP285MM2-BILAH-HULU,RAP285RR1_BILAHHULURR13,113,500
RAP985,RAP985MM1-SEI-JAMBU,RAP985RL1_SEIJAMBURL13,111,1850
RAP985,E_RAP985MR1_SEIJAMBU,RAP985RR1_SEIJAMBURR13,113,500
KBJ971,N_KBJ971VV1_PECERAN,KBJ971VE1_PECERANVE02,24,38750
KBJ971,N_KBJ971VV1_PECERAN,KBJ971VF1_PECERANVF02,25,38948
KBJ971,N_KBJ971VV1_PECERAN,KBJ971VV1_PECERANVV02,26,39092
BGE006,N_BGE006MM1_TANGGABATU2,BGE006ML1_TANGGABATU2ML01,11,1850
BGE006,N_BGE006MM1_TANGGABATU2,BGE006ML1_TANGGABATU2ML02,21,1850
BGE006,N_BGE006MM1_TANGGABATU2,BGE006ML1_TANGGABATU2ML03,31,1850
BGE006,N_BGE006MM1_TANGGABATU2,BGE006MR1_TANGGABATU2MR01,13,500
BGE006,N_BGE006MM1_TANGGABATU2,BGE006MR1_TANGGABATU2MR02,23,500
BGE006,N_BGE006MM1_TANGGABATU2,BGE006MR1_TANGGABATU2MR03,33,500
BGE036,BGE036MM1-PINTUSONA,BGE036RL1_PINTUSONARL23,121,1850
BGE036,BGE036MM2-PINTUSONA,BGE036RR1_PINTUSONARR23,123,500
BGE187,N_BGE187VV1_PRAPAT2TOMOK,BGE187VE1_PRAPAT2TOMOKVE03,34,38750
BGE187,N_BGE187VV1_PRAPAT2TOMOK,BGE187VF1_PRAPAT2TOMOKVF03,35,38948
BGE187,N_BGE187VV1_PRAPAT2TOMOK,BGE187VV1_PRAPAT2TOMOKVV03,36,39092
COA043,N_COA043MM1_PARULOHAN,COA043MT1_PARULOHANMT01,12,3500
COA043,N_COA043MM1_PARULOHAN,COA043MT1_PARULOHANMT02,22,3500
COA043,N_COA043MM1_PARULOHAN,COA043MT1_PARULOHANMT03,32,3500
DLS201,N_DLS201VV1_DOLOKSANGGUL,DLS201VE1_DOLOKSANGGULVE03,34,38750
DLS201,N_DLS201VV1_DOLOKSANGGUL,DLS201VF1_DOLOKSANGGULVF03,35,38948
DLS201,N_DLS201VV1_DOLOKSANGGUL,DLS201VV1_DOLOKSANGGULVV03,36,39092
DLS707,DLS707MM2-POLLUNG,DLS707MR1_POLLUNGMR06,63,500
KPD658,KPD658MM1-BAJAMAS,KPD658RL1_BAJAMASRL22,51,1850
KPD658,KPD658MM1-BAJAMAS,KPD658RL1_BAJAMASRL23,121,1850
KPD658,E_KPD658MM2_BAJAMAS,KPD658RR1_BAJAMASRR22,53,500
KPD658,E_KPD658MM2_BAJAMAS,KPD658RR1_BAJAMASRR23,123,500
TRT009,N_TRT009MM1_PAGARANPISANG,TRT009ML1_PAGARANPISANGML01,11,1850
TRT009,N_TRT009MM1_PAGARANPISANG,TRT009ML1_PAGARANPISANGML02,21,1850
TRT009,N_TRT009MM1_PAGARANPISANG,TRT009ML1_PAGARANPISANGML03,31,1850
TRT551,TRT551MM1-SIBORONG-BORONG-2,TRT551ML1_SIBORONGBORONG2ML04,41,1850
TRT569,N_TRT569VV1_PAHAEJULU,TRT569VE1_PAHAEJULUVE02,24,38750
TRT569,N_TRT569VV1_PAHAEJULU,TRT569VF1_PAHAEJULUVF02,25,38948
TRT569,N_TRT569VV1_PAHAEJULU,TRT569VV1_PAHAEJULUVV02,26,39092
TRT671,E_TRT671MM2_KANTORBUPATITARUTUNG,TRT671MR1_KANTORBUPATITARUTUNGMR06,63,500
TRT671,N_TRT671VV1_KANTORBUPATITARUTUNG,TRT671VE1_KANTORBUPATITARUTUNGVE01,14,38750
TRT671,N_TRT671VV1_KANTORBUPATITARUTUNG,TRT671VE1_KANTORBUPATITARUTUNGVE02,24,38750
TRT671,N_TRT671VV1_KANTORBUPATITARUTUNG,TRT671VF1_KANTORBUPATITARUTUNGVF01,15,38948
TRT671,N_TRT671VV1_KANTORBUPATITARUTUNG,TRT671VF1_KANTORBUPATITARUTUNGVF02,25,38948
TRT671,N_TRT671VV1_KANTORBUPATITARUTUNG,TRT671VV1_KANTORBUPATITARUTUNGVV01,16,39092
TRT671,N_TRT671VV1_KANTORBUPATITARUTUNG,TRT671VV1_KANTORBUPATITARUTUNGVV02,26,39092
TRT917,N_TRT917VV1_PANGARIBUAN,TRT917VE1_PANGARIBUANVE01,14,38750
TRT917,N_TRT917VV1_PANGARIBUAN,TRT917VF1_PANGARIBUANVF01,15,38948
TRT917,N_TRT917VV1_PANGARIBUAN,TRT917VV1_PANGARIBUANVV01,16,39092
AKN007,E_AKN007MM1_TELUKBINJAI,AKN007MT1_TELUKBINJAIMT05,52,3500
AKN007,E_AKN007MM1_TELUKBINJAI,AKN007RL1_TELUKBINJAIRL13,111,1850
AKN007,N_AKN007MR1_TELUKBINJAI,AKN007RR1_TELUKBINJAIRR13,113,500
BGE013,N_BGE013MR1_MVDMTLUMBANBINANGA,BGE013MR1_MVDMTLUMBANBINANGAMR01,13,500
BGE013,N_BGE013MR1_MVDMTLUMBANBINANGA,BGE013MR1_MVDMTLUMBANBINANGAMR02,23,500
BGE013,N_BGE013MR1_MVDMTLUMBANBINANGA,BGE013MR1_MVDMTLUMBANBINANGAMR03,33,500
BGE013,N_BGE013MM1_MVDMTLUMBANBINANGA,BGE013MT1_MVDMTLUMBANBINANGAMT01,12,3500
BGE013,N_BGE013MM1_MVDMTLUMBANBINANGA,BGE013MT1_MVDMTLUMBANBINANGAMT02,22,3500
BGE013,N_BGE013MM1_MVDMTLUMBANBINANGA,BGE013MT1_MVDMTLUMBANBINANGAMT03,32,3500
BGE168,BGE168MM2-BALIGE-SISINGAMANGARAJA,BGE168ML1_BALIGESINGAMANGARAJAML06,61,1850
BGE463,BGE463MM1-NARUMONDA-V,BGE463RL1_NARUMONDAVRL33,131,1850
BGE463,BGE463MM2-NARUMONDA-V,BGE463RR1_NARUMONDAVRR33,133,500
BGE986,N_BGE986VV1_SIBUNTOUN,BGE986VE1_SIBUNTOUNVE01,14,38750
BGE986,N_BGE986VV1_SIBUNTOUN,BGE986VF1_SIBUNTOUNVF01,15,38948
BGE986,N_BGE986VV1_SIBUNTOUN,BGE986VV1_SIBUNTOUNVV01,16,39092
COA008,N_COA008MM1_HUNTARATAMIANG,COA008ML1_HUNTARATAMIANGML01,11,1850
COA008,N_COA008MM1_HUNTARATAMIANG,COA008ML1_HUNTARATAMIANGML02,21,1850
COA008,N_COA008MM1_HUNTARATAMIANG,COA008ML1_HUNTARATAMIANGML03,31,1850
COA008,N_COA008MM1_HUNTARATAMIANG,COA008MR1_HUNTARATAMIANGMR01,13,500
COA008,N_COA008MM1_HUNTARATAMIANG,COA008MR1_HUNTARATAMIANGMR02,23,500
COA008,N_COA008MM1_HUNTARATAMIANG,COA008MR1_HUNTARATAMIANGMR03,33,500
COA008,N_COA008VV1_HUNTARATAMIANG,COA008VE1_HUNTARATAMIANGVE01,14,38750
COA008,N_COA008VV1_HUNTARATAMIANG,COA008VE1_HUNTARATAMIANGVE02,24,38750
COA008,N_COA008VV1_HUNTARATAMIANG,COA008VE1_HUNTARATAMIANGVE03,34,38750
COA008,N_COA008VV1_HUNTARATAMIANG,COA008VF1_HUNTARATAMIANGVF01,15,38948
COA008,N_COA008VV1_HUNTARATAMIANG,COA008VF1_HUNTARATAMIANGVF02,25,38948
COA008,N_COA008VV1_HUNTARATAMIANG,COA008VF1_HUNTARATAMIANGVF03,35,38948
COA008,N_COA008VV1_HUNTARATAMIANG,COA008VV1_HUNTARATAMIANGVV01,16,39092
COA008,N_COA008VV1_HUNTARATAMIANG,COA008VV1_HUNTARATAMIANGVV02,26,39092
COA008,N_COA008VV1_HUNTARATAMIANG,COA008VV1_HUNTARATAMIANGVV03,36,39092
COA010,N_COA010MM1_YONIF114,COA010ME1_YONIF114ME01,14,38750
COA010,N_COA010MM1_YONIF114,COA010MF1_YONIF114MF01,15,38948
COA010,N_COA010MM1_YONIF114,COA010ML1_YONIF114ML01,11,1850
COA010,N_COA010MM1_YONIF114,COA010MR1_YONIF114MR01,13,500
COA010,N_COA010MM1_YONIF114,COA010MV1_YONIF114MV01,16,39092
COA078,N_COA078MM1_AEKKUO,COA078MT1_AEKKUOMT01,12,3500
COA078,N_COA078MM1_AEKKUO,COA078MT1_AEKKUOMT02,22,3500
COA078,N_COA078MM1_AEKKUO,COA078MT1_AEKKUOMT03,32,3500
COA119,N_COA119MM1_DAHANA,COA119ML1_DAHANAML01,11,1850
COA119,N_COA119MM1_DAHANA,COA119ML1_DAHANAML02,21,1850
COA119,N_COA119MM1_DAHANA,COA119ML1_DAHANAML03,31,1850
DLS654,DLS654MM1-HUTASOIT-II,DLS654RL1_HUTASOITIIRL23,121,1850
DLS654,E_DLS654MM2_HUTASOITII,DLS654RR1_HUTASOITIIRR23,123,500
DLS702,N_DLS702VV1_SINGAMARONSANG,DLS702VE1_SINGAMARONSANGVE01,14,38750
DLS702,N_DLS702VV1_SINGAMARONSANG,DLS702VF1_SINGAMARONSANGVF01,15,38948
DLS702,N_DLS702VV1_SINGAMARONSANG,DLS702VV1_SINGAMARONSANGVV01,16,39092
KIS043,N_KIS043MM1_DESASEILENDIR,KIS043MR1_DESASEILENDIRMR01,13,500
KIS043,N_KIS043MM1_DESASEILENDIR,KIS043MR1_DESASEILENDIRMR02,23,500
KIS043,N_KIS043MM1_DESASEILENDIR,KIS043MR1_DESASEILENDIRMR03,33,500
KIS046,N_KIS046MM1_LABUHANRUKUTELKOM,KIS046ML1_LABUHANRUKUTELKOMML01,11,1850
KIS046,N_KIS046MM1_LABUHANRUKUTELKOM,KIS046ML1_LABUHANRUKUTELKOMML02,21,1850
KIS046,N_KIS046MM1_LABUHANRUKUTELKOM,KIS046ML1_LABUHANRUKUTELKOMML03,31,1850
KIS155,KIS155MM1-BANGUN-RAKYAT,KIS155SL1_BANGUNRAKYATSL22,51,1850
KIS573,KIS573MM2-DESA-PADANG-MAHONDANG,KIS573ML1_DESAPADANGMAHONDANGML05,51,1850
KIS999,N_KIS999MM2_SIMPANGEMPAT,KIS999ME1_SIMPANGEMPATME01,14,38750
KIS999,N_KIS999MM2_SIMPANGEMPAT,KIS999MF1_SIMPANGEMPATMF01,15,38948
KIS999,N_KIS999MM2_SIMPANGEMPAT,KIS999MR1_SIMPANGEMPATMR02,23,500
KPN017,N_KPN017MM2_SABUNGAN,KPN017ME1_SABUNGANME03,34,38750
KPN017,N_KPN017MM2_SABUNGAN,KPN017MF1_SABUNGANMF03,35,38948
KRB008,N_KRB008VV1_MATANGTEUPAH,KRB008VE1_MATANGTEUPAHVE01,14,38750
KRB008,N_KRB008VV1_MATANGTEUPAH,KRB008VF1_MATANGTEUPAHVF01,15,38948
KRB008,N_KRB008VV1_MATANGTEUPAH,KRB008VV1_MATANGTEUPAHVV01,16,39092
KRB025,E_KRB025MM1_SIDODADI3,KRB025MR1_SIDODADI3MR01,13,500
KRB025,E_KRB025MM1_SIDODADI3,KRB025MR1_SIDODADI3MR02,23,500
KRB025,E_KRB025MM1_SIDODADI3,KRB025MR1_SIDODADI3MR03,33,500
KRB090,KRB090MM1-BAHAGIA,KRB090MV1_BAHAGIAMV02,26,39092
KRB152,N_KRB152VV1_KUALASIMPANG,KRB152VE1_KUALASIMPANGVE02,24,38750
KRB152,N_KRB152VV1_KUALASIMPANG,KRB152VF1_KUALASIMPANGVF02,25,38948
KRB152,N_KRB152VV1_KUALASIMPANG,KRB152VV1_KUALASIMPANGVV02,26,39092
KRB171,N_KRB171VV1_DESABUNDAR2,KRB171VE1_DESABUNDAR2VE01,14,38750
KRB171,N_KRB171VV1_DESABUNDAR2,KRB171VF1_DESABUNDAR2VF01,15,38948
KRB171,N_KRB171VV1_DESABUNDAR2,KRB171VV1_DESABUNDAR2VV01,16,39092
KRB216,N_KRB216VV1_SIMPANGOPAK2,KRB216VE1_SIMPANGOPAK2VE01,14,38750
KRB216,N_KRB216VV1_SIMPANGOPAK2,KRB216VF1_SIMPANGOPAK2VF01,15,38948
KRB216,N_KRB216VV1_SIMPANGOPAK2,KRB216VV1_SIMPANGOPAK2VV01,16,39092
KRB592,KRB592MM2-NEW-KUALA-SIMPANG,KRB592ME1_NEWKUALASIMPANGME02,24,38750
KRB592,KRB592MM2-NEW-KUALA-SIMPANG,KRB592MF1_NEWKUALASIMPANGMF02,25,38948
KRB592,KRB592MM2-NEW-KUALA-SIMPANG,KRB592MV1_NEWKUALASIMPANGMV02,26,39092
KRB708,N_KRB708VV1_KAMPUNGDALAM,KRB708VE1_KAMPUNGDALAMVE01,14,38750
KRB708,N_KRB708VV1_KAMPUNGDALAM,KRB708VF1_KAMPUNGDALAMVF01,15,38948
KRB708,N_KRB708VV1_KAMPUNGDALAM,KRB708VV1_KAMPUNGDALAMVV01,16,39092
KRB713,KRB713MM1-PAYA-BEDI,KRB713ML1_PAYABEDIML04,41,1850
KRB713,KRB713MM1-PAYA-BEDI,KRB713ML1_PAYABEDIML06,61,1850
KRB713,E_KRB713VE1_PAYABEDI,KRB713VE1_PAYABEDIVE02,24,38750
KRB713,E_KRB713VE1_PAYABEDI,KRB713VF1_PAYABEDIVF02,25,38948
KRB713,E_KRB713VE1_PAYABEDI,KRB713VV1_PAYABEDIVV02,26,39092
LHM004,N_LHM004MM1_HILIWAITO,LHM004ML1_HILIWAITOML01,11,1850
LHM004,N_LHM004MM1_HILIWAITO,LHM004ML1_HILIWAITOML02,21,1850
LHM004,N_LHM004MM1_HILIWAITO,LHM004ML1_HILIWAITOML03,31,1850
LHM004,N_LHM004MM1_HILIWAITO,LHM004MR1_HILIWAITOMR01,13,500
LHM004,N_LHM004MM1_HILIWAITO,LHM004MR1_HILIWAITOMR02,23,500
LHM004,N_LHM004MM1_HILIWAITO,LHM004MR1_HILIWAITOMR03,33,500
MBO040,N_MBO040MM1_SEUMEULENG,MBO040ML1_SEUMEULENGML01,11,1850
MBO040,N_MBO040MM1_SEUMEULENG,MBO040ML1_SEUMEULENGML02,21,1850
MBO040,N_MBO040MM1_SEUMEULENG,MBO040ML1_SEUMEULENGML03,31,1850
MBO163,N_MBO163MM1_PASIARA,MBO163ML1_PASIARAML01,11,1850
MBO163,N_MBO163MM1_PASIARA,MBO163ML1_PASIARAML02,21,1850
MBO163,N_MBO163MM1_PASIARA,MBO163ML1_PASIARAML03,31,1850
MBO163,N_MBO163MM1_PASIARA,MBO163MT1_PASIARAMT01,12,3500
MBO163,N_MBO163MM1_PASIARA,MBO163MT1_PASIARAMT02,22,3500
MBO163,N_MBO163MM1_PASIARA,MBO163MT1_PASIARAMT03,32,3500
PMR041,N_PMR041VV1_PARAPAT,PMR041VE1_PARAPATVE03,34,38750
PMR041,N_PMR041VV1_PARAPAT,PMR041VF1_PARAPATVF03,35,38948
PMR041,N_PMR041VV1_PARAPAT,PMR041VV1_PARAPATVV03,36,39092
PMR053,N_PMR053VV1_TANAJAWAPSIANTAR,PMR053VE1_TANAJAWAPSIANTARVE03,34,38750
PMR053,N_PMR053VV1_TANAJAWAPSIANTAR,PMR053VF1_TANAJAWAPSIANTARVF03,35,38948
PMR053,N_PMR053VV1_TANAJAWAPSIANTAR,PMR053VV1_TANAJAWAPSIANTARVV03,36,39092
PMR103,N_PMR103MM1_NAGORIMOHO,PMR103ML1_NAGORIMOHOML01,11,1850
PMR103,N_PMR103MM1_NAGORIMOHO,PMR103ML1_NAGORIMOHOML02,21,1850
PMR103,N_PMR103MM1_NAGORIMOHO,PMR103ML1_NAGORIMOHOML03,31,1850
PMR165,PMR165MM1-BAHUNG-HULUAN,PMR165ML1_BAHUNGHULUANML04,41,1850
PMR347,PMR347MM1-SILIMA-KUTA,PMR347ML1_SILIMAKUTAML06,61,1850
PMR387,N_PMR387VV1_TIGARAS,PMR387VE1_TIGARASVE01,14,38750
PMR387,N_PMR387VV1_TIGARAS,PMR387VF1_TIGARASVF01,15,38948
PMR387,N_PMR387VV1_TIGARAS,PMR387VV1_TIGARASVV01,16,39092
PMR601,PMR601MM1-SAMBOSAR-RAYA,PMR601ML1_SAMBOSARRAYAML06,61,1850
PMR731,E_PMR731MM1_SILAUPARIBUAN,PMR731RL1_SILAUPARIBUANRL33,131,1850
PMR731,N_PMR731MM2_SILAUPARIBUAN,PMR731RR1_SILAUPARIBUANRR33,133,500
RAP030,RAP030MM1-SIMPANG-DESA-SITANGKUH,RAP030RL1_SIMPANGDESASITANGKUHRL13,111,1850
RAP030,RAP030MM2-SIMPANG-DESA-SITANGKUH,RAP030RR1_SIMPANGDESASITANGKUHRR13,113,500
RAP304,N_RAP304VV1_BANDARKUMBUL,RAP304VE1_BANDARKUMBULVE03,34,38750
RAP304,N_RAP304VV1_BANDARKUMBUL,RAP304VF1_BANDARKUMBULVF03,35,38948
