Site_ID,site,Cell_Name,ci,band
LGS227,LGS227MM1-SEUNEUBOK-UTARA,LGS227ML3,31,1850
LGS565,LGS565MM1-KUTA-BINJAI-2,LGS565MT1,12,3500
LGS565,LGS565MM1-KUTA-BINJAI-2,LGS565MT2,22,3500
LGS565,LGS565MM1-KUTA-BINJAI-2,LGS565MT3,32,3500
LHK007,LHK007MM1-RADJALADNYANG,LHK007ML1,11,1850
LHK007,LHK007MM1-RADJALADNYANG,LHK007ML2,21,1850
LHK007,LHK007MM1-RADJALADNYANG,LHK007ML3,31,1850
LHK014,LHK014MM1-PAYA-DUA,LHK014MR1,13,500
LHK014,LHK014MM1-PAYA-DUA,LHK014MR2,23,500
LHK014,LHK014MM1-PAYA-DUA,LHK014MR3,33,500
LHK030,LHK030MM1-UJUNG-PACU,LHK030ML1,11,1850
LHK030,LHK030MM1-UJUNG-PACU,LHK030ML2,21,1850
LHK030,LHK030MM1-UJUNG-PACU,LHK030ML3,31,1850
LHK038,LHK038MM1-RSU-SAKINAH,LHK038ML1,11,1850
LHK038,LHK038MM1-RSU-SAKINAH,LHK038ML2,21,1850
LHK038,LHK038MM1-RSU-SAKINAH,LHK038ML3,31,1850
LHK040,LHK040MM1-NIBONG,LHK040MR1,13,500
LHK040,LHK040MM1-NIBONG,LHK040MR2,23,500
LHK040,LHK040MM1-NIBONG,LHK040MR3,33,500
LHK064,LHK064MM1-KUTA-GEULUMPANG,LHK064ML1,11,1850
LHK064,LHK064MM1-KUTA-GEULUMPANG,LHK064ML2,21,1850
LHK064,LHK064MM1-KUTA-GEULUMPANG,LHK064ML3,31,1850
LHK086,LHK086MM1-KUTABLANG,LHK086ML1,11,1850
LHK086,LHK086MM1-KUTABLANG,LHK086ML2,21,1850
LHK086,LHK086MM1-KUTABLANG,LHK086ML3,31,1850
LHK101,LHK101MM1-PANGGOI,LHK101ML1,11,1850
LHK101,LHK101MM1-PANGGOI,LHK101ML2,21,1850
LHK101,LHK101MM1-PANGGOI,LHK101ML3,31,1850
LHK106,E-LHK106MM1-SIMPANG-PELABUHAN,LHK106MR1,13,500
LHK106,E-LHK106MM1-SIMPANG-PELABUHAN,LHK106MR2,23,500
LHK106,E-LHK106MM1-SIMPANG-PELABUHAN,LHK106MR3,33,500
LHK107,LHK107MM1-LHOKSUKON-2,LHK107ML1,11,1850
LHK107,LHK107MM1-LHOKSUKON-2,LHK107ML2,21,1850
LHK107,LHK107MM1-LHOKSUKON-2,LHK107ML3,31,1850
LHK132,E_LHK132MM1_SIMPANGULIM2,LHK132ML1,11,1850
LHK132,E_LHK132MM1_SIMPANGULIM2,LHK132ML2,21,1850
LHK132,E_LHK132MM1_SIMPANGULIM2,LHK132ML3,31,1850
LHK156,LHK156MM1-TRIENG,LHK156ML1,11,1850
LHK156,LHK156MM1-TRIENG,LHK156ML2,21,1850
LHK156,LHK156MM1-TRIENG,LHK156ML3,31,1850
LHK159,LHK159MM1-BLANG-CUT,LHK159ML1,11,1850
LHK159,LHK159MM1-BLANG-CUT,LHK159ML2,21,1850
LHK159,LHK159MM1-BLANG-CUT,LHK159ML3,31,1850
LHK162,LHK162MM1-GEULINGGANG,LHK162ML1,11,1850
LHK162,LHK162MM1-GEULINGGANG,LHK162ML2,21,1850
LHK162,LHK162MM1-GEULINGGANG,LHK162ML3,31,1850
LHK164,LHK164MM1-LANCONG,LHK164ML1,11,1850
LHK164,LHK164MM1-LANCONG,LHK164ML2,21,1850
LHK164,LHK164MM1-LANCONG,LHK164ML3,31,1850
LHK168,LHK168MM1_CEMPEDAK,LHK168ML1,11,1850
LHK168,LHK168MM1_CEMPEDAK,LHK168ML2,21,1850
LHK168,LHK168MM1_CEMPEDAK,LHK168ML3,31,1850
LHK170,LHK170MM1-BULOH-BLANG-ARA-HUB-TEL,LHK170MR1,13,500
LHK170,LHK170MM1-BULOH-BLANG-ARA-HUB-TEL,LHK170MR2,23,500
LHK170,LHK170MM1-BULOH-BLANG-ARA-HUB-TEL,LHK170MR3,33,500
LHK176,LHK176MM1-BLANG-WEU-BAROH,LHK176ML1,11,1850
LHK176,LHK176MM1-BLANG-WEU-BAROH,LHK176ML2,21,1850
LHK176,LHK176MM1-BLANG-WEU-BAROH,LHK176ML3,31,1850
LHK183,LHK183MM1-KRUENG-KUKUH,LHK183MR1,13,500
LHK183,LHK183MM1-KRUENG-KUKUH,LHK183MR2,23,500
LHK183,LHK183MM1-KRUENG-KUKUH,LHK183MR3,33,500
LHK197,LHK197MM1-UTEUNKET,LHK197ML1,11,1850
LHK197,LHK197MM1-UTEUNKET,LHK197ML2,21,1850
LHK197,LHK197MM1-UTEUNKET,LHK197ML3,31,1850
LHK205,LHK205MM1-PASAR-CUNDA,LHK205ML1,11,1850
LHK205,LHK205MM1-PASAR-CUNDA,LHK205ML2,21,1850
LHK205,LHK205MM1-PASAR-CUNDA,LHK205ML3,31,1850
LHK206,LHK206MM1-SIMPANG-PANTE-BREUH,LHK206ML1,11,1850
LHK206,LHK206MM1-SIMPANG-PANTE-BREUH,LHK206ML2,21,1850
LHK206,LHK206MM1-SIMPANG-PANTE-BREUH,LHK206ML3,31,1850
LHK243,LHK243MM1-TERMINAL-BLANG-BAYU,LHK243MR1,13,500
LHK243,LHK243MM1-TERMINAL-BLANG-BAYU,LHK243MR2,23,500
LHK243,LHK243MM1-TERMINAL-BLANG-BAYU,LHK243MR3,33,500
LHK256,LHK256MM1-BAKTYA-BARAT,LHK256ML1,11,1850
LHK256,LHK256MM1-BAKTYA-BARAT,LHK256ML2,21,1850
LHK256,LHK256MM1-BAKTYA-BARAT,LHK256ML3,31,1850
LHK257,LHK257MM1-COT-MATAHE,LHK257MT1,12,3500
LHK257,LHK257MM1-COT-MATAHE,LHK257MT2,22,3500
LHK257,LHK257MM1-COT-MATAHE,LHK257MT3,32,3500
LHK260,LHK260MM2_MASJIDJAMIMALIKUSALEH,LHK260ML1,11,1850
LHK260,LHK260MM2_MASJIDJAMIMALIKUSALEH,LHK260ML2,21,1850
LHK260,LHK260MM2_MASJIDJAMIMALIKUSALEH,LHK260ML3,31,1850
LHK267,LHK267MM1-TEUPIN-PUNTI-2,LHK267ML1,11,1850
LHK267,LHK267MM1-TEUPIN-PUNTI-2,LHK267ML2,21,1850
LHK267,LHK267MM1-TEUPIN-PUNTI-2,LHK267ML3,31,1850
LHK268,LHK268MM1-RAYEUK-KUTA-2,LHK268MR1,13,500
LHK268,LHK268MM1-RAYEUK-KUTA-2,LHK268MR2,23,500
LHK268,LHK268MM1-RAYEUK-KUTA-2,LHK268MR3,33,500
LHK274,LHK274MM1-COT-ARA,LHK274ML1,11,1850
LHK274,LHK274MM1-COT-ARA,LHK274RL1_COTARARL21,21,1850
LHK274,LHK274MM1-COT-ARA,LHK274ML3,31,1850
LHK277,LHK277MM1-BINTAH,LHK277ML1,11,1850
LHK277,LHK277MM1-BINTAH,LHK277ML2,21,1850
LHK277,LHK277MM1-BINTAH,LHK277ML3,31,1850
LHK284,LHK284MM1-TEMPOK-TEUNGOH,LHK284ML1,11,1850
LHK284,LHK284MM1-TEMPOK-TEUNGOH,LHK284ML2,21,1850
LHK284,LHK284MM1-TEMPOK-TEUNGOH,LHK284ML3,31,1850
LHK311,LHK311MM1-HAGU-BARAT-LAUT,LHK311ML1,11,1850
LHK311,LHK311MM1-HAGU-BARAT-LAUT,LHK311ML2,21,1850
LHK311,LHK311MM1-HAGU-BARAT-LAUT,LHK311ML3,31,1850
LHK318,LHK318MM1-JAMBO-TIMU,LHK318ML1,11,1850
LHK318,LHK318MM1-JAMBO-TIMU,LHK318ML2,21,1850
LHK318,LHK318MM1-JAMBO-TIMU,LHK318ML3,31,1850
LHK325,LHK325MM1-PALOH-MEURIAH,LHK325MR1,13,500
LHK325,LHK325MM1-PALOH-MEURIAH,LHK325MR2,23,500
LHK325,LHK325MM1-PALOH-MEURIAH,LHK325MR3,33,500
LHK326,LHK326MM1-DUSUN-TGK-DIBANGKA,LHK326ML1,11,1850
LHK326,LHK326MM1-DUSUN-TGK-DIBANGKA,LHK326ML2,21,1850
LHK326,LHK326MM1-DUSUN-TGK-DIBANGKA,LHK326ML3,31,1850
LHK327,LHK327MM1-BATUPHAT-BARAT,LHK327ML1,11,1850
LHK327,LHK327MM1-BATUPHAT-BARAT,LHK327ML2,21,1850
LHK327,LHK327MM1-BATUPHAT-BARAT,LHK327ML3,31,1850
LHK330,LHK330MM1-PAYA-PUNTEUET,LHK330ML1,11,1850
LHK330,LHK330MM1-PAYA-PUNTEUET,LHK330ML2,21,1850
LHK330,LHK330MM1-PAYA-PUNTEUET,LHK330ML3,31,1850
LHK336,LHK336MM1-BLANG-PUNTEUT,LHK336ML1,11,1850
LHK336,LHK336MM1-BLANG-PUNTEUT,LHK336ML2,21,1850
LHK336,LHK336MM1-BLANG-PUNTEUT,LHK336ML3,31,1850
LHK403,LHK403MM1-HOTEL-VINA-VIRA,LHK403IL1,11,1850
LHK430,LHK430MM1-MAMPREE,LHK430ML1,11,1850
LHK430,LHK430MM1-MAMPREE,LHK430ML2,21,1850
LHK430,LHK430MM1-MAMPREE,LHK430ML3,31,1850
LHK434,LHK434MM1-MC-LHOKSEUMAWE-3,LHK434HL1,11,1850
LHK434,LHK434MM1-MC-LHOKSEUMAWE-3,LHK434HL2,21,1850
LHK434,LHK434MM1-MC-LHOKSEUMAWE-3,LHK434HL3,31,1850
LHK440,LHK440MM1-MC-LHOKSEUMAWE-10,LHK440HL1,11,1850
LHK440,LHK440MM1-MC-LHOKSEUMAWE-10,LHK440HL2,21,1850
LHK440,LHK440MM1-MC-LHOKSEUMAWE-10,LHK440HL3,31,1850
MAK769,MAK769MM1-UJONG-FATIHAH,MAK769ML1,11,1850
MAK769,MAK769MM1-UJONG-FATIHAH,MAK769ML2,21,1850
MAK769,MAK769MM1-UJONG-FATIHAH,MAK769ML3,31,1850
MBO029,E-MBO029MM1-PAYABU,MBO029MT1,12,3500
MBO029,E-MBO029MM1-PAYABU,MBO029MT2,22,3500
MBO029,E-MBO029MM1-PAYABU,MBO029MT3,32,3500
MBO057,MBO057MM1-BANDARA-UDARA-CUT-NYAK-DHIEN,MBO057ML1,11,1850
MBO057,MBO057MM1-BANDARA-UDARA-CUT-NYAK-DHIEN,MBO057ML2,21,1850
MBO057,MBO057MM1-BANDARA-UDARA-CUT-NYAK-DHIEN,MBO057ML3,31,1850
MBO090,E-MBO090MM1-JOHAN-PAHLAWAN2,MBO090ML1,11,1850
MBO090,E-MBO090MM1-JOHAN-PAHLAWAN2,MBO090ML2,21,1850
MBO090,E-MBO090MM1-JOHAN-PAHLAWAN2,MBO090ML3,31,1850
MBO109,MBO109MM1-WOYLA-TIMUR,MBO109MT1,12,3500
MBO109,MBO109MM1-WOYLA-TIMUR,MBO109MT2,22,3500
MBO109,MBO109MM1-WOYLA-TIMUR,MBO109MT3,32,3500
NAD008,NAD008MM2-GEUCEU-MENARA,NAD008ME1,14,38750
NAD012,NAD012MM2-COT-MASJID-HUB-TEL,NAD012ME2,24,38750
NAD012,NAD012MM2-COT-MASJID-HUB-TEL,NAD012ME3,34,38750
NAD014,NAD014MM1-ATEUK-ANGGOK-2,NAD014ML1,11,1850
NAD014,NAD014MM1-ATEUK-ANGGOK-2,NAD014ML2,21,1850
NAD014,NAD014MM1-ATEUK-ANGGOK-2,NAD014ML3,31,1850
NAD023,NAD023MM2-NYAK-RADEN,NAD023ME1,14,38750
NAD023,NAD023MM2-NYAK-RADEN,NAD023ME2,24,38750
NAD023,NAD023MM2-NYAK-RADEN,NAD023ME3,34,38750
NAD031,NAD031MM1-RS-ZAINOEL-ABIDIN,NAD031ME3,34,38750
NAD042,NAD042MM1-INGIN-JAYA,NAD042MR1,13,500
NAD042,NAD042MM1-INGIN-JAYA,NAD042MR2,23,500
NAD042,NAD042MM1-INGIN-JAYA,NAD042MR3,33,500
NAD048,NAD048MM2-MULIA,NAD048ME1,14,38750
NAD048,NAD048MM2-MULIA,NAD048ME2,24,38750
NAD049,NAD049MM2-JL-TGK-CIK-DITIRO,NAD049ME2,24,38750
NAD050,NAD050MM2-MAKAM-PAHLAWAN,NAD050ME1,14,38750
NAD050,NAD050MM2-MAKAM-PAHLAWAN,NAD050ME3,34,38750
NAD058,NAD058MM2-DUSUN-CEMPAKA,NAD058ME1,14,38750
NAD058,NAD058MM2-DUSUN-CEMPAKA,NAD058ME2,24,38750
NAD058,NAD058MM2-DUSUN-CEMPAKA,NAD058ME3,34,38750
NAD059,NAD059MM2-LAMTEUMEN-TMUR,NAD059ME2,24,38750
NAD059,NAD059MM2-LAMTEUMEN-TMUR,NAD059ME3,34,38750
NAD063,NAD063MM2-BEUTOH,NAD063ME1,14,38750
NAD063,NAD063MM2-BEUTOH,NAD063ME2,24,38750
NAD063,NAD063MM2-BEUTOH,NAD063ME3,34,38750
NAD068,N_NAD068MM2_LAMBUK2,NAD068ME1,14,38750
NAD075,NAD075MM1-PEUNYEURAT,NAD075ME1,14,38750
NAD075,NAD075MM1-PEUNYEURAT,NAD075ME3,34,38750
NAD077,E_NAD077MM2_LAMLAGANG,NAD077ME1,14,38750
NAD079,NAD079MM2-JEULINGKE,NAD079ME1,14,38750
NAD079,NAD079MM2-JEULINGKE,NAD079ME2,24,38750
NAD079,NAD079MM2-JEULINGKE,NAD079ME3,34,38750
NAD083,NAD083MM2-EMPEEROM,NAD083ME1,14,38750
NAD083,NAD083MM2-EMPEEROM,NAD083ME2,24,38750
NAD083,NAD083MM2-EMPEEROM,NAD083ME3,34,38750
NAD113,NAD113MM2-GLUMPANG-RAYA,NAD113ME2,24,38750
NAD113,NAD113MM2-GLUMPANG-RAYA,NAD113ME3,34,38750
NAD134,NAD134MM2-MAWAR-LAMTEH,NAD134ME1,14,38750
NAD134,NAD134MM2-MAWAR-LAMTEH,NAD134ME2,24,38750
NAD180,NAD180MM1-LAMPUJA,NAD180MR1,13,500
NAD180,NAD180MM1-LAMPUJA,NAD180MR2,23,500
NAD180,NAD180MM1-LAMPUJA,NAD180MR3,33,500
NAD182,NAD182MM1-GAMPONGILLIE2,NAD182ML1,11,1850
NAD182,NAD182MM1-GAMPONGILLIE2,NAD182ML2,21,1850
NAD182,NAD182MM1-GAMPONGILLIE2,NAD182ML3,31,1850
NAD186,NAD186MM1-ALUE-NAGA,NAD186ML1,11,1850
NAD186,NAD186MM1-ALUE-NAGA,NAD186ML2,21,1850
NAD186,NAD186MM1-ALUE-NAGA,NAD186ML3,31,1850
NAD209,NAD209MM2-BATOH-JAYA,NAD209ME1,14,38750
NAD209,NAD209MM2-BATOH-JAYA,NAD209ME2,24,38750
NAD209,NAD209MM2-BATOH-JAYA,NAD209ME3,34,38750
NAD214,NAD214MM2-LUENG-BATA,NAD214ME3,34,38750
NAD215,NAD215MM1-LAMLHEUE,NAD215ML1,11,1850
NAD215,NAD215MM1-LAMLHEUE,NAD215ML2,21,1850
NAD215,NAD215MM1-LAMLHEUE,NAD215ML3,31,1850
NAD244,NAD244MM1-LAMBITRA,NAD244ML1,11,1850
NAD244,NAD244MM1-LAMBITRA,NAD244ML2,21,1850
NAD244,NAD244MM1-LAMBITRA,NAD244ML3,31,1850
NAD287,NAD287MM2-ULEE-KARENG-2,NAD287ME1,14,38750
NAD287,NAD287MM2-ULEE-KARENG-2,NAD287ME2,24,38750
NAD287,NAD287MM2-ULEE-KARENG-2,NAD287ME3,34,38750
NAD288,NAD288MM1-TANGGUL-KRUENG,NAD288MR2,23,500
NAD288,NAD288MM1-TANGGUL-KRUENG,NAD288MR3,33,500
NAD293,NAD293MM2-DESA-EMPEROM,NAD293ME1,14,38750
NAD293,NAD293MM2-DESA-EMPEROM,NAD293ME2,24,38750
NAD293,NAD293MM2-DESA-EMPEROM,NAD293ME3,34,38750
NAD581,NAD581MM2-LAMYONG,NAD581ME1,14,38750
NAD581,NAD581MM2-LAMYONG,NAD581ME2,24,38750
NAD581,NAD581MM2-LAMYONG,NAD581ME3,34,38750
NAD592,NAD592MM2-PANGO-RAYA,NAD592ME2,24,38750
NAD592,NAD592MM2-PANGO-RAYA,NAD592ME3,34,38750
NAD594,NAD594MM2-UJONG-BLANG,NAD594ME1,14,38750
NAD594,NAD594MM2-UJONG-BLANG,NAD594ME2,24,38750
NAD594,NAD594MM2-UJONG-BLANG,NAD594ME3,34,38750
NAD594,NAD594MM2-UJONG-BLANG,NAD594MF1,15,38948
NAD594,NAD594MM2-UJONG-BLANG,NAD594MF2,25,38948
NAD594,NAD594MM2-UJONG-BLANG,NAD594MF3,35,38948
NAD595,NAD595MM1-POCUT,NAD595ME1,14,38750
NAD595,NAD595MM1-POCUT,NAD595ME2,24,38750
NAD595,NAD595MM1-POCUT,NAD595ME3,34,38750
NAD622,NAD622MM1-TANJONG-SELAMAT,NAD622ML1,11,1850
NAD622,NAD622MM1-TANJONG-SELAMAT,NAD622ML2,21,1850
NAD622,NAD622MM1-TANJONG-SELAMAT,NAD622ML3,31,1850
NAD903,NAD903MM2-LAMPRIT,NAD903ME1,14,38750
NAD903,NAD903MM2-LAMPRIT,NAD903ME2,24,38750
NAD903,NAD903MM2-LAMPRIT,NAD903ME3,34,38750
NAD911,NAD911MM2-LUENG-BATA,NAD911ME1,14,38750
NAD911,NAD911MM2-LUENG-BATA,NAD911ME2,24,38750
NAD911,NAD911MM2-LUENG-BATA,NAD911ME3,34,38750
SNB050,SNB050MM2-SIMEULUE-3-HUB-DMT,SNB050ME1,14,38750
SNB050,SNB050MM2-SIMEULUE-3-HUB-DMT,SNB050ME3,34,38750
PMR003,PMR003MM1-SIMPANG-MANGGA,PMR003ML1,11,1850
PMR003,PMR003MM1-SIMPANG-MANGGA,PMR003ML2,21,1850
PMR003,PMR003MM1-SIMPANG-MANGGA,PMR003ML3,31,1850
PMR026,PMR026MM1-NIAGARA,PMR026ML1,11,1850
PMR026,PMR026MM1-NIAGARA,PMR026ML2,21,1850
PMR026,PMR026MM1-NIAGARA,PMR026ML3,31,1850
PMR063,PMR063MM1-GUNUNG-MALELA,PMR063ML1,11,1850
PMR063,PMR063MM1-GUNUNG-MALELA,PMR063ML2,21,1850
PMR063,PMR063MM1-GUNUNG-MALELA,PMR063ML3,31,1850
PMR068,PMR068MM1-JAWA-MARAJA-BAH-JAMBI,PMR068ML1,11,1850
PMR068,PMR068MM1-JAWA-MARAJA-BAH-JAMBI,PMR068ML2,21,1850
PMR068,PMR068MM1-JAWA-MARAJA-BAH-JAMBI,PMR068ML3,31,1850
PMR102,PMR102MM1-NAGORI-SAYUR-MATINGGI,PMR102ML1,11,1850
PMR102,PMR102MM1-NAGORI-SAYUR-MATINGGI,PMR102ML2,21,1850
PMR102,PMR102MM1-NAGORI-SAYUR-MATINGGI,PMR102ML3,31,1850
PMR420,PMR420MM3-RS-HORAS-INSANI,PMR420ML1,11,1850
PMR420,PMR420MM3-RS-HORAS-INSANI,PMR420ML2,21,1850
PMR420,PMR420MM3-RS-HORAS-INSANI,PMR420ML3,31,1850
PMR477,PMR477MM1-GIRSANG-AJIBATA,PMR477ML1,11,1850
PMR477,PMR477MM1-GIRSANG-AJIBATA,PMR477ML2,21,1850
PMR477,PMR477MM1-GIRSANG-AJIBATA,PMR477ML3,31,1850
PMR866,PMR866MM1-DOLOK-MERANGIR,PMR866ML1,11,1850
PMR866,PMR866MM1-DOLOK-MERANGIR,PMR866ML2,21,1850
PMR866,PMR866MM1-DOLOK-MERANGIR,PMR866ML3,31,1850
PMR968,PMR968MM1-BANDAR-MASILAM,PMR968MR2,23,500
PMR968,PMR968MM1-BANDAR-MASILAM,PMR968MR3,33,500
PMS313,PMS313ML-SIANTAR-ESTATE,PMS313ML1,11,1850
PMS313,PMS313ML-SIANTAR-ESTATE,PMS313ML2,21,1850
PMS313,PMS313ML-SIANTAR-ESTATE,PMS313ML3,31,1850
PMS390,E-PMS390MM1-JL-PEMBAHARUAN-SIANTAR,PMS390ML1,11,1850
PMS390,E-PMS390MM1-JL-PEMBAHARUAN-SIANTAR,PMS390ML2,21,1850
PMS390,E-PMS390MM1-JL-PEMBAHARUAN-SIANTAR,PMS390ML3,31,1850
PMS465,PMS465MM1-SIANTAR-PLAZA,PMS465IL1,11,1850
PMS678,PMS678MM1-SUMBER-JAYA-2,PMS678ML1,11,1850
PMS678,PMS678MM1-SUMBER-JAYA-2,PMS678ML2,21,1850
PMS678,PMS678MM1-SUMBER-JAYA-2,PMS678ML3,31,1850
PSP093,PSP093MM1-PINASA,PSP093MR1,13,500
PSP093,PSP093MM1-PINASA,PSP093MR2,23,500
PSP093,PSP093MM1-PINASA,PSP093MR3,33,500
PSP231,PSP231MM1-JLN-KIHAJAR-DEWANTARA,PSP231MR1,13,500
PSP231,PSP231MM1-JLN-KIHAJAR-DEWANTARA,PSP231MR2,23,500
PSP231,PSP231MM1-JLN-KIHAJAR-DEWANTARA,PSP231MR3,33,500
PSP401,PSP401MM1-BATUNADUA-JAE,PSP401ME1,14,38750
PSP401,PSP401MM1-BATUNADUA-JAE,PSP401ME2,24,38750
PSP401,PSP401MM1-BATUNADUA-JAE,PSP401ME3,34,38750
PSP405,PSP405MM1-SIMPANG-PORTIBI,PSP405ML1,11,1850
PSP405,PSP405MM1-SIMPANG-PORTIBI,PSP405ML2,21,1850
PSP405,PSP405MM1-SIMPANG-PORTIBI,PSP405ML3,31,1850
PSP483,PSP483MM1-RIMBA-SOPING,PSP483ML1,11,1850
PSP483,PSP483MM1-RIMBA-SOPING,PSP483ML2,21,1850
PSP483,PSP483MM1-RIMBA-SOPING,PSP483ML3,31,1850
PSP534,PSP534MM2-LUBUK-BARUMUN,PSP534MR1,13,500
PSP534,PSP534MM2-LUBUK-BARUMUN,PSP534MR2,23,500
PSP534,PSP534MM2-LUBUK-BARUMUN,PSP534MR3,33,500
PSP543,PSP543MM1-PURBA-SINOMBA,PSP543ML1,11,1850
PSP543,PSP543MM1-PURBA-SINOMBA,PSP543ML3,31,1850
PSP544,PSP544MM1-SIGAMA,PSP544ML1,11,1850
PSP544,PSP544MM1-SIGAMA,PSP544ML2,21,1850
PSP544,PSP544MM1-SIGAMA,PSP544ML3,31,1850
PSP554,PSP554MM1-PTPN-3-HAPESONG,PSP554MT1,12,3500
PSP554,PSP554MM1-PTPN-3-HAPESONG,PSP554MT2,22,3500
PSP554,PSP554MM1-PTPN-3-HAPESONG,PSP554MT3,32,3500
PSP571,PSP571MM1-PASAR-GNG-TUA,PSP571ML1,11,1850
PSP571,PSP571MM1-PASAR-GNG-TUA,PSP571ML2,21,1850
PSP571,PSP571MM1-PASAR-GNG-TUA,PSP571ML3,31,1850
PSP597,PSP597MM1-GUNUNG-TUA-JULU-2,PSP597ML1,11,1850
PSP597,PSP597MM1-GUNUNG-TUA-JULU-2,PSP597ML2,21,1850
PSP597,PSP597MM1-GUNUNG-TUA-JULU-2,PSP597ML3,31,1850
PSP627,PSP627MM1-MANUNGGANG-JULU,PSP627ML1,11,1850
PSP627,PSP627MM1-MANUNGGANG-JULU,PSP627ML2,21,1850
PSP627,PSP627MM1-MANUNGGANG-JULU,PSP627ML3,31,1850
PSP902,E-PSP902MM1-SIBANGKO,PSP902ML1,11,1850
PSP902,E-PSP902MM1-SIBANGKO,PSP902ML2,21,1850
PSP902,E-PSP902MM1-SIBANGKO,PSP902ML3,31,1850
PSP925,PSP925MM1-REPEATER-SIPIROK-KOTA,PSP925ML1,11,1850
PSP925,PSP925MM1-REPEATER-SIPIROK-KOTA,PSP925ML2,21,1850
PSP925,PSP925MM1-REPEATER-SIPIROK-KOTA,PSP925ML3,31,1850
PYB161,PYB161MM1-SIMPANG-3-PYB,PYB161ML1,11,1850
PYB161,PYB161MM1-SIMPANG-3-PYB,PYB161ML2,21,1850
PYB161,PYB161MM1-SIMPANG-3-PYB,PYB161ML3,31,1850
PYB199,PYB199MM1-PANGGORENGAN,PYB199ML1,11,1850
PYB199,PYB199MM1-PANGGORENGAN,PYB199ML2,21,1850
PYB199,PYB199MM1-PANGGORENGAN,PYB199ML3,31,1850
PYB396,PYB396MM1-PENYABUNGAN-4,PYB396ML1,11,1850
PYB396,PYB396MM1-PENYABUNGAN-4,PYB396ML2,21,1850
PYB396,PYB396MM1-PENYABUNGAN-4,PYB396ML3,31,1850
PYB927,PYB927MM1-REP-AEK-MANYURUK,PYB927MT1,12,3500
PYB927,PYB927MM1-REP-AEK-MANYURUK,PYB927MT2,22,3500
PYB927,PYB927MM1-REP-AEK-MANYURUK,PYB927MT3,32,3500
RAP039,RAP039MM1-SELAT-BESAR-2,RAP039ML1,11,1850
RAP039,RAP039MM1-SELAT-BESAR-2,RAP039ML2,21,1850
RAP039,RAP039MM1-SELAT-BESAR-2,RAP039ML3,31,1850
RAP087,RAP087MM2-BUKIT-TUJUH,RAP087MR1,13,500
RAP087,RAP087MM2-BUKIT-TUJUH,RAP087MR2,23,500
RAP087,RAP087MM2-BUKIT-TUJUH,RAP087MR3,33,500
RAP127,RAP127MM1-VETERAN-RAP,RAP127ML1,11,1850
RAP127,RAP127MM1-VETERAN-RAP,RAP127ML2,21,1850
RAP127,RAP127MM1-VETERAN-RAP,RAP127ML3,31,1850
RAP134,RAP134MM1-SIMATAHARI-2,RAP134ML1,11,1850
RAP134,RAP134MM1-SIMATAHARI-2,RAP134ML2,21,1850
RAP134,RAP134MM1-SIMATAHARI-2,RAP134ML3,31,1850
RAP137,RAP137MM1-AEK-NABARA,RAP137ML1,11,1850
RAP137,RAP137MM1-AEK-NABARA,RAP137ML2,21,1850
RAP137,RAP137MM1-AEK-NABARA,RAP137ML3,31,1850
RAP253,RAP253MM1-GUNUNG-GUNDUL,RAP253ML1,11,1850
RAP253,RAP253MM1-GUNUNG-GUNDUL,RAP253ML2,21,1850
RAP253,RAP253MM1-GUNUNG-GUNDUL,RAP253ML3,31,1850
RAP256,RAP256MM1-NEGERI-BARU,RAP256ML1,11,1850
RAP256,RAP256MM1-NEGERI-BARU,RAP256ML2,21,1850
RAP256,RAP256MM1-NEGERI-BARU,RAP256ML3,31,1850
RAP261,RAP261MM1-SUKAMULIA-UTARA,RAP261ML1,11,1850
RAP261,RAP261MM1-SUKAMULIA-UTARA,RAP261ML2,21,1850
RAP261,RAP261MM1-SUKAMULIA-UTARA,RAP261ML3,31,1850
RAP274,RAP274MM1-DSN-ASAM-JAWA-2,RAP274ML1,11,1850
RAP274,RAP274MM1-DSN-ASAM-JAWA-2,RAP274ML2,21,1850
RAP274,RAP274MM1-DSN-ASAM-JAWA-2,RAP274ML3,31,1850
RAP287,RAP287MM1-SISUMUT,RAP287ML1,11,1850
RAP287,RAP287MM1-SISUMUT,RAP287ML2,21,1850
RAP287,RAP287MM1-SISUMUT,RAP287ML3,31,1850
PMR434,PMR434MM1-NIAGARA-2,PMR434ML1,11,1850
PMR434,PMR434MM1-NIAGARA-2,PMR434ML2,21,1850
PMR434,PMR434MM1-NIAGARA-2,PMR434ML3,31,1850
RAP318,RAP318MM1-PASAR-SIGAMBAL,RAP318ML1,11,1850
RAP318,RAP318MM1-PASAR-SIGAMBAL,RAP318ML2,21,1850
RAP318,RAP318MM1-PASAR-SIGAMBAL,RAP318ML3,31,1850
RAP338,RAP338MM1-SIMPANG-MULIA,RAP338ML1,11,1850
RAP338,RAP338MM1-SIMPANG-MULIA,RAP338ML2,21,1850
RAP338,RAP338MM1-SIMPANG-MULIA,RAP338ML3,31,1850
RAP376,RAP376MM1-KARTINI-RAP,RAP376ML1,11,1850
RAP376,RAP376MM1-KARTINI-RAP,RAP376ML2,21,1850
RAP376,RAP376MM1-KARTINI-RAP,RAP376ML3,31,1850
RAP384,RAP384MM1-KANOPAN-HULU,RAP384ML1,11,1850
RAP384,RAP384MM1-KANOPAN-HULU,RAP384ML2,21,1850
